PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_price,Sale_year
Residential,2270517000,4525 N 58TH ST,,7,1560,Cape Cod,Aluminum / Vinyl,1.0,1941,0,1135,1,2,1,1,5520,77500,2017
Residential,2670949000,3806 N 51ST BL,,7,1820,Cape Cod,Brick,1.5,1945,0,1060,1,2,1,1,4840,82500,2017
Residential,3070408000,2972-A N 51ST ST,,7,2510,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,0,2130,2,4,2,0,5160,62900,2017
Residential,2870204000,3231 N 35TH ST,,7,2960,Dplx Bungalow,Aluminum / Vinyl,1.5,1923,0,1686,2,4,2,0,3780,30000,2017
Residential,2871356000,3208 N 40TH ST,,7,1780,Duplex N/S,Aluminum / Vinyl,2.0,1958,0,1730,2,4,2,0,3600,53500,2017
Residential,3101213000,2930A N 24TH PL,,7,2950,Duplex O/S,Aluminum / Vinyl,1.5,1911,0,1657,2,4,2,0,3720,12000,2017
Residential,3090664000,2914 N 30TH ST,,7,2960,Milwaukee Bungalow,Frame,1.0,1927,0,1068,1,4,1,0,3630,21000,2017
Residential,2480864000,4450 W HOPE AV,,7,1680,Ranch,Fiber-Cement,1.0,2003,0,1622,1,4,2,0,5000,106000,2017
Residential,4704001000,2173 S MUSKEGO AV,,8,4120,Cottage,Aluminum / Vinyl,1.0,1919,0,658,1,2,1,0,3780,28000,2017
Residential,4351222000,3214 W MADISON ST,,8,4060,Dplx Bungalow,Stucco,1.5,1919,0,1512,2,4,2,0,4200,100000,2017
Residential,4590117000,1563 S 23RD ST,,8,4100,Duplex-Cottage,Aluminum / Vinyl,1.5,1886,0,1632,2,4,2,0,5720,45000,2017
Residential,4360493000,1203 S 35TH ST,,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1920,0,1755,1,5,2,0,4165,101800,2017
Residential,4711067000,1977 S 28TH ST,,8,4000,Milwaukee Bungalow,Frame,1.0,1916,0,1348,1,4,1,0,2975,110000,2017
Residential,4710967000,2821 W ROGERS ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1921,0,1186,1,4,1,1,4720,97900,2017
Residential,4581608000,1542 S 34TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,1.0,1900,0,1368,1,3,1,0,3750,89000,2017
Residential,4590131000,2301 W ORCHARD ST,,8,4100,Residence O/S,Aluminum / Vinyl,1.5,1894,0,1176,1,3,1,0,1740,69000,2017
Residential,730642000,8360 N ANN ST,,9,240,Colonial,Aluminum / Vinyl,2.0,2005,0,2668,1,4,2,1,11900,247000,2017
Residential,840016000,5706 W LUEBBE LA,,9,360,Ranch,Frame,1.0,1956,0,1232,1,3,2,0,12600,100000,2017
Residential,1430489000,8224 W BRENTWOOD AV,,9,480,Ranch,Aluminum / Vinyl,1.0,1957,0,1112,1,3,1,1,9815,106000,2017
Residential,1430520000,8226 W CLOVERNOOK ST,,9,480,Ranch,Brick,1.0,1958,0,1111,1,3,2,0,7518,92500,2017
Residential,1430454000,6424 N 84TH ST,,9,480,Ranch,Brick,1.0,1958,0,958,1,3,1,0,7200,80000,2017
Residential,3050578000,2706 N 67TH ST,,10,1980,Cape Cod,Brick,1.0,1949,0,1350,1,3,1,2,5453,199900,2017
Residential,3050452000,2815 N HARTUNG AV,,10,1980,Colonial,Stone,2.0,1935,0,2001,1,3,1,1,5200,270000,2017
Residential,3050545000,6903 W HADLEY ST,,10,1980,Colonial,Aluminum / Vinyl,2.0,1941,0,1362,1,3,1,1,4578,187000,2017
Residential,3460601000,1839 N 54TH ST,,10,2540,Dplx Bungalow,Masonry / Frame,2.0,1923,0,2524,2,4,2,0,4120,157000,2017
Residential,3040174000,2932 N 75TH ST,,10,2080,Duplex N/S,Aluminum / Vinyl,2.0,1940,0,2012,2,4,2,0,5400,160000,2017
Residential,4050379000,211 N 63RD ST,,10,2700,Duplex O/S,Aluminum / Vinyl,1.5,1914,0,1737,2,3,2,0,6000,115000,2017
Residential,3461499000,2146 N 57TH ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1920,0,1756,1,4,2,0,4520,198000,2017
Residential,3680609000,1379 N 59TH ST,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1088,1,3,1,0,4165,109000,2017
Residential,4099993200,9221 W STEVENSON ST,,10,2760,Ranch,Masonry / Frame,1.0,1965,0,3598,1,6,3,1,19020,243900,2017
Residential,3290909000,2321 N 54TH ST,,10,2540,Tudor,Brick,1.5,1927,0,2060,1,3,1,1,4879,150000,2017
Residential,5749999100,4611 W HOWARD AV,,11,4420,Cape Cod,Brick,1.0,1954,0,1665,1,4,2,0,6890,190000,2017
Residential,5560462000,3755 S 53RD ST,,11,4420,Cape Cod,Brick,1.5,1952,0,1651,1,2,2,0,4880,150500,2017
Residential,5130487000,2737 S 52ND PL,,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1538,1,4,1,1,6681,163000,2017
Residential,5121102000,3008 S 46TH ST,,11,4320,Cape Cod,Aluminum / Vinyl,1.0,1942,0,1512,1,4,1,0,4960,158500,2017
Residential,5270135000,3416 S 82ND ST,,11,4340,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1456,1,4,2,0,8775,177500,2017
Residential,5301005000,3206 S 60TH ST,,11,4420,Cape Cod,Brick,1.0,1948,0,1336,1,4,1,0,8710,120000,2017
Residential,5300608000,5900 W MORGAN AV,,11,4420,Cape Cod,Stone,1.0,1953,0,1126,1,3,1,0,5390,115000,2017
Residential,5110322000,3056 S 37TH ST,,11,4320,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1119,1,4,1,0,5332,136750,2017
Residential,5100316000,3134 W KINNICKINNIC RIVER PK,,11,4000,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1117,1,4,1,0,3600,130000,2017
Residential,5550062000,3755 S 47TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1.0,1954,0,992,1,3,1,0,6840,125000,2017
Residential,5540077000,3833 S CHEROKEE WA,,11,4425,Colonial,Fiber-Cement,2.0,2004,0,2418,1,3,3,0,6900,370000,2017
Residential,5710521000,3947 S 70TH ST,,11,4430,Colonial,Aluminum / Vinyl,2.0,1979,0,1907,1,3,2,0,7700,240000,2017
Residential,5110524000,3026 S 38TH ST,,11,4320,Dplx Bungalow,Aluminum / Vinyl,1.5,1928,0,2041,2,4,2,0,5625,140000,2017
Residential,5600306000,3636 S 90TH ST,,11,4350,Duplex N/S,Masonry / Frame,2.0,1968,0,2224,2,6,2,1,7980,210000,2017
Residential,5559980100,3846 S 45TH ST,,11,4420,Duplex N/S,Aluminum / Vinyl,2.0,1955,0,1872,2,4,2,0,6104,137500,2017
Residential,5291324000,6441 W OKLAHOMA AV,,11,4380,Duplex O/S,Aluminum / Vinyl,2.0,1910,0,2038,2,3,2,0,7150,108900,2017
Residential,5120640000,4722 W OKLAHOMA AV,,11,4320,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1915,0,1382,1,2,1,0,4800,115900,2017
Residential,5730414000,4045 S 54TH ST,,11,4420,Ranch,Aluminum / Vinyl,1.0,1954,0,1385,1,3,1,1,6375,124000,2017
Residential,5570608000,3815 S 67TH ST,,11,4420,Ranch,Aluminum / Vinyl,1.0,1963,0,1223,1,3,1,1,8195,156000,2017
Residential,5580162000,7133 W WEDGEWOOD DR,,11,4330,Ranch,Aluminum / Vinyl,1.0,1955,0,1149,1,3,2,0,7700,169900,2017
Residential,5570043000,6501 W WILBUR AV,,11,4420,Ranch,Brick,1.0,1957,0,1114,1,3,1,0,7050,115000,2017
Residential,5279909000,3253 S 83RD ST,,11,4340,Ranch,Brick,1.0,1957,0,1081,1,3,2,0,12600,180000,2017
Residential,5280888000,7404 W MORGAN AV,,11,4310,Ranch,Aluminum / Vinyl,1.0,1957,0,1060,1,3,1,0,7875,134000,2017
Residential,5130920000,5530 W STACK DR,,11,4240,Ranch,Brick,1.0,1956,0,1018,1,3,1,0,8862,125000,2017
Residential,5130521000,2718 S 55TH ST,,11,4240,Ranch,Brick,1.0,1954,0,1013,1,3,1,0,8352,132000,2017
Residential,5139919000,3033 S 55TH ST,,11,4240,Ranch,Brick,1.0,1954,0,999,1,2,1,1,8976,139000,2017
Residential,4899869000,2676 S 70TH ST,,11,4240,Ranch,Aluminum / Vinyl,1.0,1953,0,780,1,2,1,0,4200,114500,2017
Residential,5730060000,4229 S 55TH ST,,11,4420,Ranch,Aluminum / Vinyl,1.0,1956,0,672,1,2,1,0,6050,125000,2017
Residential,4270039000,725 W BRUCE ST,,12,4020,Duplex O/S,Aluminum / Vinyl,2.0,1890,0,2297,2,6,2,0,3872,97000,2017
Residential,4621721000,1748 S 3RD ST,,12,4020,Residence O/S,Aluminum / Vinyl,1.0,1900,0,800,1,2,1,0,1775,72000,2017
Residential,4690847000,2031 S 15TH PL,,12,4120,Triplex,Aluminum / Vinyl,2.0,1897,0,1265,3,2,2,0,1750,45800,2017
Residential,6241004000,1826 W HOLMES CT,,13,4780,Cape Cod,Prem Wood,1.5,1971,0,2002,1,3,2,0,9088,187000,2017
Residential,5820634000,4382 S LENOX ST,,13,4720,Cape Cod,Brick,1.0,1950,0,1377,1,3,2,0,10560,164900,2017
Residential,5510822000,3706 S 15TH ST,,13,4520,Cape Cod,Brick,1.5,1940,0,1342,1,3,1,1,5160,143000,2017
Residential,5350400000,3518 S 18TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1.5,1947,0,1334,1,4,2,0,5040,135000,2017
Residential,5989974110,2529 W BOLIVAR AV,,13,4660,Cape Cod,Aluminum / Vinyl,1.0,1955,0,1303,1,3,1,1,11150,156000,2017
Residential,5820637000,4358 S LENOX ST,,13,4720,Cape Cod,Brick,1.0,1947,0,1200,1,3,2,0,5280,117800,2017
Residential,5510020000,3551 S 18TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1006,1,3,1,0,5246,96800,2017
Residential,5940266000,4533 S TAYLOR AV,,13,4720,Colonial,Masonry / Frame,2.0,1955,0,1570,1,4,2,0,6028,222000,2017
Residential,5811148000,4216 S JASPER AV,,13,4700,Cottage,Aluminum / Vinyl,1.0,1925,0,606,1,2,2,0,2975,75000,2017
Residential,5790107000,4145 S 10TH ST,,13,4740,Duplex N/S,Aluminum / Vinyl,1.5,1954,0,1910,2,5,2,0,10200,153000,2017
Residential,6240113000,1411 W BARNARD AV,,13,4800,Duplex N/S,Aluminum / Vinyl,1.5,1959,0,1687,2,4,2,0,6648,146900,2017
Residential,5520817000,3623 S 22ND ST,,13,4360,Duplex N/S,Aluminum / Vinyl,2.0,1954,0,1536,2,4,2,0,6708,117500,2017
Residential,5800202000,4106 S 1ST ST,,13,4700,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1929,0,1777,1,3,1,0,4800,173000,2017
Residential,5080184000,3059 S 15TH ST,,13,4180,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1923,0,1561,1,3,1,0,3600,105000,2017
Residential,5350796000,3257 S 15TH ST,,13,4520,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1461,1,3,2,0,3600,148000,2017
Residential,6440102000,5107 S 20TH ST,,13,4780,Ranch,Brick,1.0,1970,0,1498,1,3,1,1,9480,145000,2017
Residential,6440034000,5400 S 22ND PL,,13,4780,Ranch,Brick,1.0,1964,0,1472,1,4,2,1,10140,222000,2017
Residential,6700208000,1419 W GOLDCREST AV,,13,4800,Ranch,Brick,1.0,1968,0,1203,1,3,1,1,7200,103000,2017
Residential,5970406000,1916 W WHITAKER AV,,13,4660,Ranch,Brick,1.0,1959,0,1162,1,3,1,0,7680,110000,2017
Residential,5340046000,3351 S 25TH ST,,13,4360,Ranch,Brick,1.0,1954,0,1110,1,3,1,0,4800,115000,2017
Residential,6709985150,1803 W GRANGE AV,,13,4780,Ranch,Frame,1.0,1962,0,1106,1,3,1,1,9720,137500,2017
Residential,5950656000,343 W VAN NORMAN AV,,13,4740,Ranch,Brick,1.0,1954,0,780,1,2,1,0,7290,97500,2017
Residential,5521107000,3667 S 20TH ST,,13,4360,Ranch,Aluminum / Vinyl,1.0,1947,0,771,1,2,1,0,5400,111900,2017
Residential,5511015000,3838 S 19TH ST,,13,4520,Ranch,Aluminum / Vinyl,1.0,1944,0,698,1,2,1,0,4800,74500,2017
Residential,5411008000,3105 S SUPERIOR ST,,14,4560,Colonial,Stucco,2.0,1921,0,2414,1,5,1,1,5400,331000,2017
Residential,5001034000,463 E LINCOLN AV,,14,4910,Cottage,Aluminum / Vinyl,1.0,1899,0,1040,1,2,1,0,4384,147000,2017
Residential,4990020000,311 E LINCOLN AV,,14,4910,Duplex O/S,Aluminum / Vinyl,2.0,1902,0,2558,2,6,2,0,3720,157800,2017
Residential,5000337000,2510 S LOGAN AV,,14,4910,Duplex-Cottage,Masonry / Frame,2.0,1895,0,1728,2,3,2,0,4500,119000,2017
Residential,5400426000,2333 E EUCLID AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1928,0,1558,1,4,2,1,3900,333900,2017
Residential,5470109000,3668 S HERMAN ST,,14,4620,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1345,1,3,2,0,5538,212595,2017
Residential,5410868000,3314 S NEW YORK AV,,14,4600,Milwaukee Bungalow,Frame,1.0,1925,0,1242,1,2,1,0,5400,176000,2017
Residential,5050863000,2829 S GREELEY ST,,14,4910,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1924,0,1032,1,3,1,0,3300,162500,2017
Residential,5479865000,3865 S LOGAN AV,,14,4620,Ranch,Aluminum / Vinyl,1.0,1950,0,756,1,2,1,0,5494,126000,2017
Residential,4660047000,2220 S WOODWARD ST,,14,4510,Residence O/S,Frame,2.0,1885,0,1774,1,3,2,0,3840,235000,2017
Residential,5410081000,3255 S ILLINOIS AV,,14,4600,Residence O/S,Aluminum / Vinyl,1.0,1919,0,1546,1,3,2,0,5400,261500,2017
Residential,5410229000,3322 S DELAWARE AV,,14,4600,Residence O/S,Aluminum / Vinyl,1.5,1925,0,1149,1,3,2,0,3600,265000,2017
Residential,4991965000,2410 S LENOX ST,,14,4910,Residence O/S,Aluminum / Vinyl,1.0,1891,0,965,1,3,1,0,3350,160000,2017
Residential,5410649000,3284 S PENNSYLVANIA AV,,14,4600,Residence O/S,Frame,1.5,1924,0,934,1,2,1,0,3720,169500,2017
Residential,4980560000,2405 S 5TH ST,,14,4160,Triplex,Frame,2.0,1900,0,2977,3,4,3,0,2685,74000,2017
Residential,3282001000,2463 N SHERMAN BL,,15,2500,Dplx Bungalow,Stucco,2.0,1915,0,3740,2,8,2,0,6400,134900,2017
Residential,3280317000,2614 N 50TH ST,,15,2520,Dplx Bungalow,Aluminum / Vinyl,1.5,1923,0,1819,2,4,2,0,4585,67500,2017
Residential,3251417000,2477 W MONROE ST,,15,2940,Residence O/S,Frame,1.0,1900,0,1657,1,3,2,0,3600,15000,2017
Residential,2441148000,4140 N 16TH ST,,1,1620,Cape Cod,Stone,1.0,1935,0,1722,1,5,2,1,4960,74000,2017
Residential,1960111000,5511 N 12TH ST,,1,1220,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1293,1,3,1,0,6750,139900,2017
Residential,1960105000,5532 N 13TH ST,,1,1220,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1254,1,4,1,0,6750,142000,2017
Residential,2081019000,4820 N 40TH ST,,1,1440,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1020,1,3,1,0,3720,55000,2017
Residential,2320905000,4756 N 20TH ST,,1,1340,Colonial,Masonry / Frame,2.0,1948,0,1668,1,4,1,1,5360,40000,2017
Residential,1700363000,3019 W ORIOLE DR,,1,900,Cottage,Aluminum / Vinyl,1.5,1928,0,1257,1,3,1,0,9720,45900,2017
Residential,1920015000,5520 N 38TH ST,,1,1160,Dplx Bungalow,Aluminum / Vinyl,2.0,1928,0,2498,2,4,2,0,6000,45000,2017
Residential,2320624000,4648 N 19TH ST,,1,1340,Duplex N/S,Aluminum / Vinyl,2.0,1984,0,2106,2,4,2,0,5000,57777,2017
Residential,2080845000,5014 N 39TH ST,,1,1440,Duplex O/S,Aluminum / Vinyl,2.0,1924,0,1960,2,4,2,0,5535,38000,2017
Residential,1920423000,5268 N 34TH ST,,1,1160,Duplex O/S,Aluminum / Vinyl,1.5,1900,0,1416,2,3,2,0,3600,40000,2017
Residential,2300604000,4563 N 27TH ST,,1,1500,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1249,1,3,1,0,4720,23000,2017
Residential,1950280100,2001 W NEIL PL,,1,1200,Ranch,Aluminum / Vinyl,1.0,1954,0,1184,1,3,1,0,8030,80000,2017
Residential,1230264000,3711 W ROCHELLE AV,,1,600,Ranch,Aluminum / Vinyl,1.0,1960,0,1101,1,3,1,0,6144,93000,2017
Residential,1919788000,5264 N 44TH ST,,1,1140,Ranch,Aluminum / Vinyl,1.0,1920,0,1018,1,3,1,0,5520,20000,2017
Residential,1940515000,5373 N 26TH ST,,1,1200,Ranch,Frame,1.0,1949,0,985,1,2,1,0,5760,38000,2017
Residential,2320504000,4740 N PARKWAY AV,,1,1340,Ranch,Aluminum / Vinyl,1.0,1943,0,728,1,2,1,0,5200,43000,2017
Residential,1450671000,6413 N 104TH ST,,2,820,Bi-Level,Aluminum / Vinyl,1.0,1991,0,1453,1,3,2,0,8645,94000,2017
Residential,2250069000,4529 N 73RD ST,,2,1480,Cape Cod,Brick,1.0,1959,0,1288,1,3,1,0,5400,65800,2017
Residential,2130492000,8101 W HERBERT AV,,2,1400,Cape Cod,Aluminum / Vinyl,1.0,1955,0,1119,1,3,1,0,6000,80000,2017
Residential,2510165000,4152 N 74TH ST,,2,1480,Cape Cod,Aluminum / Vinyl,1.0,1957,0,954,1,3,1,0,4800,103000,2017
Residential,1780313000,5817 N 93RD ST,,2,1020,Duplex N/S,Aluminum / Vinyl,2.0,1964,0,2152,2,6,2,0,4840,95000,2017
Residential,1760273000,5844 N 80TH ST,,2,980,Ranch,Aluminum / Vinyl,1.0,1959,0,1093,1,3,1,0,4800,38000,2017
Residential,2110692000,4848 N 65TH ST,,2,1380,Ranch,Brick,1.0,1956,0,1065,1,3,1,0,4920,66500,2017
Residential,1780173000,5753 N 95TH ST,,2,1020,Ranch,Frame,1.0,1958,0,938,1,3,1,0,5082,67500,2017
Residential,3560128000,2112 N LAKE DR,,3,3060,Colonial,Frame,2.0,1906,0,5160,2,5,4,0,9000,817500,2017
Residential,3161282000,2517 E NEWBERRY BL,,3,3060,Colonial,Brick,2.0,1924,0,2420,1,4,2,1,7500,530000,2017
Residential,3600564000,915 E KEWAUNEE ST,,3,3240,Cottage,Aluminum / Vinyl,2.0,1894,0,1274,1,3,1,1,2400,198900,2017
Residential,3210618000,2422 N PIERCE ST,,3,2890,Cottage,Aluminum / Vinyl,1.0,1900,0,1126,1,3,1,0,3720,150000,2017
Residential,2780707000,3484A N DOWNER AV,,3,3160,Dplx Bungalow,Brick,2.0,1922,0,4078,2,6,3,0,5520,438000,2017
Residential,3161665000,3057 N FARWELL AV,,3,3160,Dplx Bungalow,Aluminum / Vinyl,2.0,1921,0,3658,2,8,2,0,5400,330000,2017
Residential,3160310000,3049 N CRAMER ST,,3,3160,Duplex O/S,Frame,2.0,1914,0,3807,2,7,3,0,5400,300000,2017
Residential,3160454000,2945 N PROSPECT AV,,3,3160,Duplex O/S,Aluminum / Vinyl,2.0,1911,0,3692,2,8,3,0,4840,410000,2017
Residential,3600534100,1502 N MARSHALL ST,,3,3240,Duplex O/S,Aluminum / Vinyl,2.0,1889,0,2851,2,6,2,0,4080,278500,2017
Residential,3140015000,2733 N HUMBOLDT BL,,3,3330,Duplex O/S,Aluminum / Vinyl,2.0,1904,0,2232,2,6,2,0,3840,159000,2017
Residential,3200229000,2546 N DOUSMAN ST,,3,3330,Duplex O/S,Aluminum / Vinyl,2.0,1890,0,1450,2,4,2,0,3600,140000,2017
Residential,2810006000,3313 N BREMEN ST,,3,3320,Milwaukee Bungalow,Frame,1.0,1924,0,1611,1,4,2,0,4800,227000,2017
Residential,2780009000,3005 E HAMPSHIRE ST,,3,3060,Residence O/S,Brick,2.0,1918,0,3579,1,4,3,2,5400,675000,2017
Residential,3190534000,1901 E WEBSTER PL,,3,3170,Residence O/S,Aluminum / Vinyl,2.0,1907,0,2456,1,5,3,0,2880,265000,2017
Residential,3190409000,1818 E WEBSTER PL,,3,3170,Residence O/S,Frame,2.0,1903,0,2020,1,4,1,1,3330,250000,2017
Residential,3160727000,2854 N MURRAY AV,,3,3160,Residence O/S,Aluminum / Vinyl,2.0,1907,0,1744,1,3,1,1,4760,229900,2017
Residential,3200116000,2459 N BARTLETT AV,,3,3190,Residence O/S,Aluminum / Vinyl,1.0,1890,0,1604,1,5,2,0,5010,214000,2017
Residential,3540687000,1014 E HAMILTON ST,,3,3240,Residence O/S,Aluminum / Vinyl,2.0,1894,0,1560,1,3,1,0,2500,180000,2017
Residential,2810021000,3331 N FRATNEY ST,,3,2880,Residence O/S,Aluminum / Vinyl,1.5,1897,0,1375,1,3,1,1,3600,128000,2017
Residential,3211120000,1008 E NORTH AV,,3,2810,Residence O/S,Aluminum / Vinyl,1.5,1900,0,1054,1,2,2,0,1850,100000,2017
Residential,3190474000,2564 N FREDERICK AV,,3,3170,Triplex,Brick,2.0,1911,0,4320,3,9,3,0,5715,339000,2017
Residential,3150011000,2940 N NEWHALL ST,,3,3150,Triplex,Aluminum / Vinyl,2.0,1910,0,2960,3,5,3,0,4200,287500,2017
Residential,3651422000,3231 W MC KINLEY BL,,4,2300,Duplex O/S,Aluminum / Vinyl,2.0,1908,0,2556,2,4,2,0,5250,65000,2017
Residential,1480016000,6165 N RIVER TRAIL DR,,5,780,Bi-Level,Aluminum / Vinyl,1.0,1971,0,1546,1,4,1,1,10350,161000,2017
Residential,1100093000,9979 W GREENWOOD TR,,5,440,Cape Cod,Frame,1.5,1980,0,2793,1,4,2,1,20000,251000,2017
Residential,3020670000,2840 N 91ST ST,,5,2120,Cape Cod,Brick,1.0,1951,0,2000,1,3,2,1,6250,236000,2017
Residential,3020052000,3025 N 89TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1425,1,3,2,0,5000,164000,2017
Residential,2610759000,3456 N 94TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.5,1951,0,1413,1,3,2,0,6000,156000,2017
Residential,2920391000,3223 N 78TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1170,1,4,1,0,5120,85000,2017
Residential,3030564000,3006 N 79TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1158,1,3,1,1,5120,109900,2017
Residential,2611116000,3745 N 99TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1125,1,3,1,0,5060,136500,2017
Residential,2930634000,3318 N 91ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1107,1,3,1,0,5000,81900,2017
Residential,2930431000,3531 N 91ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1097,1,3,2,0,4800,133000,2017
Residential,2630848000,8127 W KEEFE AV,,5,2040,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1028,1,3,1,0,5520,129900,2017
Residential,3020827000,2739 N 86TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1023,1,3,1,0,5625,150000,2017
Residential,2920435000,3136 N 77TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1000,1,3,1,0,4800,75000,2017
Residential,2930756000,3339 N 89TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1950,0,962,1,3,1,1,5000,111300,2017
Residential,3030570000,3040 N 79TH ST,,5,2080,Cape Cod,Brick,1.0,1948,0,909,1,2,1,0,5120,110000,2017
Residential,1460282000,11221 W SANCTUARY DR,,5,800,Colonial,Fiber-Cement,2.0,2005,0,3214,1,4,4,0,15738,340000,2017
Residential,1120030000,7236 N BEAU AV,,5,820,Colonial,,2.0,2016,0,2258,1,3,2,1,10005,325000,2017
Residential,1480813000,11609 W MILL RD,,5,780,Colonial,Aluminum / Vinyl,2.0,1996,0,1965,1,4,2,1,17326,197500,2017
Residential,3030542000,3038 N 78TH ST,,5,2080,Colonial,Aluminum / Vinyl,2.0,1941,0,1486,1,3,1,1,4800,147000,2017
Residential,1499995000,6016 N 113TH ST,,5,780,Colonial,Aluminum / Vinyl,2.0,1981,0,1452,1,3,1,1,7824,148500,2017
Residential,2530805000,4057 N 91ST ST,,5,1460,Duplex N/S,Brick,2.0,1957,0,2441,2,6,2,0,5200,115000,2017
Residential,2550050000,10124 W CAPITOL DR,,5,1460,Duplex N/S,Aluminum / Vinyl,2.0,1957,0,2040,2,6,2,0,5610,120000,2017
Residential,3010014000,2825 N 98TH ST,,5,2140,Ranch,Stone,1.0,1952,0,1972,1,3,2,0,11560,265000,2017
Residential,2940342000,3169 N 95TH ST,,5,2120,Ranch,Brick,1.0,1952,0,1540,1,2,1,1,6840,140000,2017
Residential,2520004000,4251 N 83RD ST,,5,1470,Ranch,Aluminum / Vinyl,1.0,1955,0,1332,1,3,2,0,7961,119500,2017
Residential,2550036000,10119 W FIEBRANTZ AV,,5,1460,Ranch,Brick,1.0,1956,0,1247,1,3,2,0,9381,169900,2017
Residential,2620119000,3724 N 87TH ST,,5,2040,Ranch,Brick,1.0,1954,0,1237,1,3,1,0,7200,134500,2017
Residential,2620312200,3723 N 85TH ST,,5,2040,Ranch,Brick,1.0,1964,0,1225,1,3,1,1,5080,122900,2017
Residential,2630724000,3760 N 83RD ST,,5,2040,Ranch,Brick,1.0,1955,0,1192,1,3,1,1,8775,125000,2017
Residential,2940523000,3356 N 95TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1952,0,1190,1,2,1,0,6000,123500,2017
Residential,1840302000,5244 N 103RD ST,,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1067,1,3,1,1,7442,130000,2017
Residential,2230792000,8707 W RUBY AV,,5,1460,Ranch,Brick,1.0,1957,0,1049,1,3,1,1,8400,95000,2017
Residential,2610453000,3956 N 98TH ST,,5,2100,Ranch,Brick,1.0,1956,0,1042,1,3,1,0,5147,100000,2017
Residential,1840126000,10524 W RAE AV,,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1019,1,3,1,0,8400,107000,2017
Residential,2930120000,3244 N 87TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1950,0,912,1,3,1,0,5000,112000,2017
Residential,2610095000,3528 N 97TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1954,0,865,1,2,2,0,4880,115000,2017
Residential,2930926000,8800 W BURLEIGH ST,,5,2080,Ranch,Aluminum / Vinyl,1.0,1952,0,845,1,3,1,0,6000,85000,2017
Residential,3020881000,2728 N 85TH ST,,5,2080,Split Level,Aluminum / Vinyl,1.0,1950,0,1099,1,3,1,0,6625,149900,2017
Residential,1460118000,11004 W DAPHNE ST,,5,800,Tudor,Frame,1.5,2000,0,2669,1,4,2,1,15415,284700,2017
Residential,3541263000,334 E BROWN ST,,6,2910,Colonial,Fiber-Cement,2.0,2004,0,1824,1,3,2,1,3145,299000,2017
Residential,2812623000,3402 N BOOTH ST,,6,2800,Colonial,Aluminum / Vinyl,2.0,1973,0,1150,1,3,1,1,3600,134000,2017
Residential,3530131100,2215 N HUBBARD ST,,6,2910,Cottage,Aluminum / Vinyl,1.0,1892,0,1536,1,3,1,0,7050,115500,2017
