,CN,HT,SITREE,common_name,scientific_name
202626,15651193010497,33.0,49.0,Douglas-fir,Pseudotsuga menziesii
199525,15316921010497,134.0,76.0,Douglas-fir,Pseudotsuga menziesii
195994,15297028010497,50.0,83.0,Douglas-fir,Pseudotsuga menziesii
202240,15652648010497,85.0,43.0,Douglas-fir,Pseudotsuga menziesii
195886,15336636010497,38.0,120.0,Douglas-fir,Pseudotsuga menziesii
198150,15318982010497,43.0,88.0,Douglas-fir,Pseudotsuga menziesii
201149,15368640010497,76.0,71.0,Douglas-fir,Pseudotsuga menziesii
202377,15371194010497,90.0,61.0,Douglas-fir,Pseudotsuga menziesii
204445,15384114010497,45.0,67.0,Douglas-fir,Pseudotsuga menziesii
201184,15368675010497,57.0,71.0,Douglas-fir,Pseudotsuga menziesii
203384,15290845010497,127.0,92.0,Douglas-fir,Pseudotsuga menziesii
202584,15372236010497,206.0,108.0,Douglas-fir,Pseudotsuga menziesii
195674,15296766010497,61.0,131.0,Douglas-fir,Pseudotsuga menziesii
196052,15294610010497,124.0,97.0,Douglas-fir,Pseudotsuga menziesii
195175,15292920010497,53.0,109.0,Douglas-fir,Pseudotsuga menziesii
206490,15382442010497,123.0,86.0,Douglas-fir,Pseudotsuga menziesii
202640,15651207010497,46.0,49.0,Douglas-fir,Pseudotsuga menziesii
205197,15311508010497,86.0,58.0,Douglas-fir,Pseudotsuga menziesii
202937,15371527010497,139.0,92.0,Douglas-fir,Pseudotsuga menziesii
195574,15294419010497,89.0,57.0,Douglas-fir,Pseudotsuga menziesii
201830,15385910010497,182.0,60.0,Douglas-fir,Pseudotsuga menziesii
195195,15292940010497,50.0,109.0,Douglas-fir,Pseudotsuga menziesii
201901,15652275010497,76.0,53.0,Douglas-fir,Pseudotsuga menziesii
202790,15651556010497,139.0,52.0,Douglas-fir,Pseudotsuga menziesii
196467,15338002010497,163.0,88.0,Douglas-fir,Pseudotsuga menziesii
205809,15361383010497,120.0,77.0,Douglas-fir,Pseudotsuga menziesii
203823,15332652010497,131.0,73.0,Douglas-fir,Pseudotsuga menziesii
202107,15373658010497,150.0,78.0,Douglas-fir,Pseudotsuga menziesii
202889,15373049010497,209.0,108.0,Douglas-fir,Pseudotsuga menziesii
205705,15353932010497,32.0,59.0,Douglas-fir,Pseudotsuga menziesii
203115,15374477010497,44.0,87.0,Douglas-fir,Pseudotsuga menziesii
201447,15367438010497,133.0,58.0,Douglas-fir,Pseudotsuga menziesii
210472,15379503010497,127.0,54.0,Douglas-fir,Pseudotsuga menziesii
200249,15318469010497,37.0,53.0,Douglas-fir,Pseudotsuga menziesii
206304,15370105010497,27.0,57.0,Douglas-fir,Pseudotsuga menziesii
197828,15303852010497,146.0,103.0,Douglas-fir,Pseudotsuga menziesii
196857,15304054010497,66.0,113.0,Douglas-fir,Pseudotsuga menziesii
202734,15651471010497,67.0,52.0,Douglas-fir,Pseudotsuga menziesii
202657,15376100010497,43.0,26.0,Douglas-fir,Pseudotsuga menziesii
201953,15652328010497,60.0,53.0,Douglas-fir,Pseudotsuga menziesii
199695,15360557010497,103.0,67.0,Douglas-fir,Pseudotsuga menziesii
196463,15337997010497,135.0,88.0,Douglas-fir,Pseudotsuga menziesii
195605,15296697010497,62.0,131.0,Douglas-fir,Pseudotsuga menziesii
205211,15311522010497,60.0,58.0,Douglas-fir,Pseudotsuga menziesii
207305,15314597010497,177.0,144.0,Douglas-fir,Pseudotsuga menziesii
196976,15305513010497,74.0,81.0,Douglas-fir,Pseudotsuga menziesii
202720,15373395010497,143.0,93.0,Douglas-fir,Pseudotsuga menziesii
198060,15319230010497,33.0,61.0,Douglas-fir,Pseudotsuga menziesii
202335,15385661010497,19.0,64.0,canyon live oak,Quercus chrysolepis
208861,15343282010497,19.0,79.0,canyon live oak,Quercus chrysolepis
201134,15368625010497,27.0,71.0,canyon live oak,Quercus chrysolepis
208850,15343270010497,33.0,79.0,canyon live oak,Quercus chrysolepis
202226,15373944010497,44.0,63.0,canyon live oak,Quercus chrysolepis
209706,15377435010497,17.0,71.0,canyon live oak,Quercus chrysolepis
199264,15360288010497,12.0,62.0,canyon live oak,Quercus chrysolepis
199632,15316350010497,35.0,62.0,canyon live oak,Quercus chrysolepis
195357,15331481010497,21.0,58.0,canyon live oak,Quercus chrysolepis
195453,15337114010497,12.0,31.0,canyon live oak,Quercus chrysolepis
202337,15385663010497,23.0,64.0,canyon live oak,Quercus chrysolepis
199422,15359413010497,48.0,95.0,canyon live oak,Quercus chrysolepis
209136,15345120010497,16.0,108.0,canyon live oak,Quercus chrysolepis
199296,15360013010497,30.0,61.0,canyon live oak,Quercus chrysolepis
202451,15374211010497,34.0,90.0,canyon live oak,Quercus chrysolepis
211352,15342902010497,16.0,67.0,canyon live oak,Quercus chrysolepis
199249,15360271010497,26.0,62.0,canyon live oak,Quercus chrysolepis
202264,15652678010497,38.0,43.0,canyon live oak,Quercus chrysolepis
204020,15336428010497,30.0,67.0,canyon live oak,Quercus chrysolepis
202309,15385633010497,22.0,64.0,canyon live oak,Quercus chrysolepis
197276,15346378010497,26.0,68.0,canyon live oak,Quercus chrysolepis
202082,15373633010497,71.0,78.0,canyon live oak,Quercus chrysolepis
209204,15344709010497,42.0,140.0,canyon live oak,Quercus chrysolepis
204012,15336420010497,22.0,67.0,canyon live oak,Quercus chrysolepis
203238,15291095010497,65.0,108.0,canyon live oak,Quercus chrysolepis
211393,15342580010497,11.0,24.0,canyon live oak,Quercus chrysolepis
203219,15291076010497,17.0,108.0,canyon live oak,Quercus chrysolepis
202347,15385673010497,20.0,64.0,canyon live oak,Quercus chrysolepis
202317,15385643010497,38.0,64.0,canyon live oak,Quercus chrysolepis
197308,15346410010497,19.0,68.0,canyon live oak,Quercus chrysolepis
202349,15385675010497,18.0,64.0,canyon live oak,Quercus chrysolepis
211408,15342597010497,18.0,24.0,canyon live oak,Quercus chrysolepis
202118,15373669010497,22.0,78.0,canyon live oak,Quercus chrysolepis
202096,15373647010497,22.0,78.0,canyon live oak,Quercus chrysolepis
202248,15652657010497,51.0,43.0,canyon live oak,Quercus chrysolepis
198088,15319481010497,72.0,107.0,canyon live oak,Quercus chrysolepis
202466,15374226010497,28.0,90.0,canyon live oak,Quercus chrysolepis
195463,15297541010497,51.0,71.0,canyon live oak,Quercus chrysolepis
211355,15342905010497,15.0,67.0,canyon live oak,Quercus chrysolepis
202822,15375004010497,53.0,76.0,canyon live oak,Quercus chrysolepis
202085,15373636010497,25.0,78.0,canyon live oak,Quercus chrysolepis
195288,15330587010497,25.0,74.0,canyon live oak,Quercus chrysolepis
202075,15373626010497,24.0,78.0,canyon live oak,Quercus chrysolepis
203210,15291067010497,75.0,108.0,canyon live oak,Quercus chrysolepis
197282,15346384010497,22.0,68.0,canyon live oak,Quercus chrysolepis
204029,15336437010497,32.0,67.0,canyon live oak,Quercus chrysolepis
195222,15331185010497,25.0,86.0,canyon live oak,Quercus chrysolepis
197491,15327288010497,25.0,66.0,canyon live oak,Quercus chrysolepis
199571,15359694010497,28.0,84.0,canyon live oak,Quercus chrysolepis
209712,15377441010497,22.0,71.0,canyon live oak,Quercus chrysolepis
199558,15359681010497,36.0,84.0,canyon live oak,Quercus chrysolepis
203236,15291093010497,19.0,108.0,canyon live oak,Quercus chrysolepis
211375,15342558010497,15.0,24.0,canyon live oak,Quercus chrysolepis
202411,15374171010497,40.0,90.0,canyon live oak,Quercus chrysolepis
208851,15343271010497,35.0,79.0,canyon live oak,Quercus chrysolepis
204611,15310490010497,31.0,55.0,canyon live oak,Quercus chrysolepis
209140,15345124010497,9.0,108.0,canyon live oak,Quercus chrysolepis
201244,15456751010497,17.0,65.0,canyon live oak,Quercus chrysolepis
201416,15367406010497,33.0,58.0,canyon live oak,Quercus chrysolepis
199433,15359424010497,28.0,95.0,canyon live oak,Quercus chrysolepis
208862,15343283010497,21.0,79.0,canyon live oak,Quercus chrysolepis
209208,15344714010497,22.0,140.0,canyon live oak,Quercus chrysolepis
197284,15346386010497,18.0,68.0,canyon live oak,Quercus chrysolepis
199413,15359403010497,46.0,95.0,canyon live oak,Quercus chrysolepis
199255,15360279010497,20.0,62.0,canyon live oak,Quercus chrysolepis
204294,15455281010497,32.0,53.0,canyon live oak,Quercus chrysolepis
203233,15291090010497,50.0,108.0,canyon live oak,Quercus chrysolepis
210792,15327886010497,15.0,54.0,canyon live oak,Quercus chrysolepis
209725,15377454010497,36.0,71.0,canyon live oak,Quercus chrysolepis
196492,15338029010497,28.0,88.0,canyon live oak,Quercus chrysolepis
195879,15336629010497,60.0,120.0,canyon live oak,Quercus chrysolepis
200160,15367157010497,20.0,77.0,canyon live oak,Quercus chrysolepis
198110,15320008010497,30.0,82.0,canyon live oak,Quercus chrysolepis
201227,15456733010497,15.0,65.0,canyon live oak,Quercus chrysolepis
202340,15385666010497,19.0,64.0,canyon live oak,Quercus chrysolepis
202467,15374227010497,31.0,90.0,canyon live oak,Quercus chrysolepis
209202,15344707010497,35.0,140.0,canyon live oak,Quercus chrysolepis
201626,15321534010497,30.0,82.0,canyon live oak,Quercus chrysolepis
197311,15346413010497,20.0,68.0,canyon live oak,Quercus chrysolepis
195242,15331205010497,16.0,86.0,canyon live oak,Quercus chrysolepis
201677,15457516010497,31.0,46.0,canyon live oak,Quercus chrysolepis
209764,15377493010497,54.0,71.0,canyon live oak,Quercus chrysolepis
202462,15374222010497,52.0,90.0,canyon live oak,Quercus chrysolepis
195334,15330633010497,53.0,74.0,canyon live oak,Quercus chrysolepis
202099,15373650010497,33.0,78.0,canyon live oak,Quercus chrysolepis
209702,15377071010497,24.0,98.0,canyon live oak,Quercus chrysolepis
199415,15359405010497,29.0,95.0,canyon live oak,Quercus chrysolepis
199578,15359701010497,29.0,84.0,canyon live oak,Quercus chrysolepis
199819,15314752010497,67.0,85.0,canyon live oak,Quercus chrysolepis
208616,15340094010497,29.0,28.0,canyon live oak,Quercus chrysolepis
197317,15346420010497,24.0,68.0,canyon live oak,Quercus chrysolepis
201706,15457547010497,35.0,46.0,canyon live oak,Quercus chrysolepis
199261,15360285010497,16.0,62.0,canyon live oak,Quercus chrysolepis
202092,15373643010497,35.0,78.0,canyon live oak,Quercus chrysolepis
197321,15346424010497,22.0,68.0,canyon live oak,Quercus chrysolepis
201226,15456732010497,12.0,65.0,canyon live oak,Quercus chrysolepis
201993,15372636010497,25.0,76.0,canyon live oak,Quercus chrysolepis
199438,15359429010497,36.0,95.0,canyon live oak,Quercus chrysolepis
197325,15346428010497,18.0,68.0,canyon live oak,Quercus chrysolepis
198111,15320009010497,39.0,82.0,canyon live oak,Quercus chrysolepis
204757,15309900010497,43.0,103.0,blue oak,Quercus douglasii
204759,15309902010497,34.0,103.0,blue oak,Quercus douglasii
210836,15323890010497,35.0,78.0,blue oak,Quercus douglasii
206603,15289435010497,32.0,107.0,blue oak,Quercus douglasii
208728,15300776010497,28.0,114.0,blue oak,Quercus douglasii
204736,15309879010497,26.0,103.0,blue oak,Quercus douglasii
204321,15309148010497,55.0,84.0,blue oak,Quercus douglasii
203320,15290682010497,40.0,91.0,blue oak,Quercus douglasii
203472,15292450010497,22.0,88.0,blue oak,Quercus douglasii
204746,15309889010497,29.0,103.0,blue oak,Quercus douglasii
199454,15314987010497,20.0,89.0,blue oak,Quercus douglasii
207162,15327609010497,30.0,101.0,blue oak,Quercus douglasii
209633,15320286010497,24.0,81.0,blue oak,Quercus douglasii
199763,15359140010497,24.0,103.0,blue oak,Quercus douglasii
204169,15298761010497,27.0,76.0,blue oak,Quercus douglasii
205954,15321265010497,18.0,74.0,blue oak,Quercus douglasii
207728,15329658010497,33.0,82.0,blue oak,Quercus douglasii
205959,15321270010497,19.0,74.0,blue oak,Quercus douglasii
199768,15359145010497,23.0,103.0,blue oak,Quercus douglasii
205962,15321273010497,29.0,74.0,blue oak,Quercus douglasii
207724,15290069010497,36.0,57.0,blue oak,Quercus douglasii
205971,15321365010497,16.0,100.0,blue oak,Quercus douglasii
205968,15321361010497,26.0,100.0,blue oak,Quercus douglasii
208431,15294219010497,30.0,119.0,blue oak,Quercus douglasii
205970,15321364010497,13.0,100.0,blue oak,Quercus douglasii
204772,15309915010497,37.0,103.0,blue oak,Quercus douglasii
207723,15290068010497,28.0,57.0,blue oak,Quercus douglasii
206763,15307980010497,23.0,83.0,blue oak,Quercus douglasii
204768,15309911010497,41.0,103.0,blue oak,Quercus douglasii
205951,15321260010497,13.0,74.0,blue oak,Quercus douglasii
204732,15309875010497,25.0,103.0,blue oak,Quercus douglasii
206469,15325057010497,39.0,117.0,blue oak,Quercus douglasii
204774,15309917010497,38.0,103.0,blue oak,Quercus douglasii
203466,15292377010497,18.0,76.0,blue oak,Quercus douglasii
204770,15309913010497,38.0,103.0,blue oak,Quercus douglasii
209634,15320287010497,21.0,81.0,blue oak,Quercus douglasii
203474,15292453010497,32.0,88.0,blue oak,Quercus douglasii
207731,15329662010497,24.0,82.0,blue oak,Quercus douglasii
206470,15325058010497,31.0,117.0,blue oak,Quercus douglasii
203313,15290674010497,25.0,91.0,blue oak,Quercus douglasii
205952,15321261010497,18.0,74.0,blue oak,Quercus douglasii
209647,15320221010497,24.0,70.0,blue oak,Quercus douglasii
204737,15309880010497,42.0,103.0,blue oak,Quercus douglasii
204748,15309891010497,25.0,103.0,blue oak,Quercus douglasii
205958,15321269010497,15.0,74.0,blue oak,Quercus douglasii
204776,15309919010497,25.0,103.0,blue oak,Quercus douglasii
206608,15289441010497,35.0,107.0,blue oak,Quercus douglasii
207952,15294296010497,31.0,109.0,blue oak,Quercus douglasii
199775,15359152010497,29.0,103.0,blue oak,Quercus douglasii
204745,15309888010497,24.0,103.0,blue oak,Quercus douglasii
207160,15327607010497,30.0,101.0,blue oak,Quercus douglasii
199460,15314993010497,26.0,89.0,blue oak,Quercus douglasii
206664,15307902010497,26.0,107.0,blue oak,Quercus douglasii
208727,15300774010497,31.0,114.0,blue oak,Quercus douglasii
206482,15325070010497,21.0,117.0,blue oak,Quercus douglasii
206612,15289446010497,48.0,107.0,blue oak,Quercus douglasii
205953,15321262010497,23.0,74.0,blue oak,Quercus douglasii
208730,15300778010497,37.0,114.0,blue oak,Quercus douglasii
208723,15300770010497,30.0,114.0,blue oak,Quercus douglasii
203332,15290694010497,39.0,91.0,blue oak,Quercus douglasii
199773,15359150010497,32.0,103.0,blue oak,Quercus douglasii
206464,15325052010497,28.0,117.0,blue oak,Quercus douglasii
206793,15308319010497,47.0,109.0,blue oak,Quercus douglasii
204162,15298754010497,25.0,76.0,blue oak,Quercus douglasii
199776,15359153010497,36.0,103.0,blue oak,Quercus douglasii
206789,15308310010497,27.0,109.0,blue oak,Quercus douglasii
199765,15359142010497,23.0,103.0,blue oak,Quercus douglasii
209645,15320219010497,27.0,70.0,blue oak,Quercus douglasii
207729,15329659010497,31.0,82.0,blue oak,Quercus douglasii
204733,15309876010497,28.0,103.0,blue oak,Quercus douglasii
204750,15309893010497,31.0,103.0,blue oak,Quercus douglasii
203470,15292385010497,27.0,76.0,blue oak,Quercus douglasii
203334,15290696010497,36.0,91.0,blue oak,Quercus douglasii
204777,15309920010497,30.0,103.0,blue oak,Quercus douglasii
204756,15309899010497,33.0,103.0,blue oak,Quercus douglasii
204765,15309908010497,39.0,103.0,blue oak,Quercus douglasii
210843,15323897010497,27.0,78.0,blue oak,Quercus douglasii
208432,15294220010497,34.0,119.0,blue oak,Quercus douglasii
203314,15290675010497,32.0,91.0,blue oak,Quercus douglasii
203469,15292384010497,31.0,76.0,blue oak,Quercus douglasii
203482,15292462010497,22.0,88.0,blue oak,Quercus douglasii
206761,15307978010497,17.0,83.0,blue oak,Quercus douglasii
206355,15324965010497,18.0,92.0,blue oak,Quercus douglasii
210839,15323893010497,24.0,78.0,blue oak,Quercus douglasii
205963,15321274010497,13.0,74.0,blue oak,Quercus douglasii
206363,15324975010497,28.0,92.0,blue oak,Quercus douglasii
199772,15359149010497,28.0,103.0,blue oak,Quercus douglasii
204167,15298759010497,34.0,76.0,blue oak,Quercus douglasii
204318,15309145010497,45.0,84.0,blue oak,Quercus douglasii
205961,15321272010497,18.0,74.0,blue oak,Quercus douglasii
205973,15321369010497,35.0,100.0,blue oak,Quercus douglasii
207738,15329670010497,38.0,82.0,blue oak,Quercus douglasii
209648,15320222010497,25.0,70.0,blue oak,Quercus douglasii
204744,15309887010497,28.0,103.0,blue oak,Quercus douglasii
210837,15323891010497,37.0,78.0,blue oak,Quercus douglasii
199459,15314992010497,24.0,89.0,blue oak,Quercus douglasii
199771,15359148010497,32.0,103.0,blue oak,Quercus douglasii
203312,15290673010497,35.0,91.0,blue oak,Quercus douglasii
206362,15324974010497,40.0,92.0,blue oak,Quercus douglasii
199766,15359143010497,32.0,103.0,blue oak,Quercus douglasii
207719,15290380010497,50.0,122.0,California black oak,Quercus kelloggii
202182,15373894010497,64.0,63.0,California black oak,Quercus kelloggii
201174,15368665010497,45.0,71.0,California black oak,Quercus kelloggii
204240,15308866010497,76.0,78.0,California black oak,Quercus kelloggii
199442,15359433010497,32.0,95.0,California black oak,Quercus kelloggii
206050,15320998010497,38.0,112.0,California black oak,Quercus kelloggii
203817,15332646010497,84.0,73.0,California black oak,Quercus kelloggii
196030,15294588010497,58.0,97.0,California black oak,Quercus kelloggii
206058,15369903010497,110.0,125.0,California black oak,Quercus kelloggii
198942,15306366010497,29.0,78.0,California black oak,Quercus kelloggii
209029,15326305010497,17.0,100.0,California black oak,Quercus kelloggii
196693,15304243010497,31.0,68.0,California black oak,Quercus kelloggii
199714,15360579010497,29.0,67.0,California black oak,Quercus kelloggii
210053,15322732010497,60.0,59.0,California black oak,Quercus kelloggii
196829,15345729010497,62.0,98.0,California black oak,Quercus kelloggii
196170,15337820010497,65.0,112.0,California black oak,Quercus kelloggii
199690,15360552010497,65.0,67.0,California black oak,Quercus kelloggii
209144,15345129010497,21.0,108.0,California black oak,Quercus kelloggii
199856,15315855010497,60.0,85.0,California black oak,Quercus kelloggii
209045,15326325010497,36.0,100.0,California black oak,Quercus kelloggii
203807,15332635010497,35.0,73.0,California black oak,Quercus kelloggii
207752,15292260010497,38.0,68.0,California black oak,Quercus kelloggii
199443,15359434010497,34.0,95.0,California black oak,Quercus kelloggii
206065,15369915010497,60.0,125.0,California black oak,Quercus kelloggii
206072,15369923010497,55.0,125.0,California black oak,Quercus kelloggii
204518,15327448010497,36.0,60.0,California black oak,Quercus kelloggii
207888,15291968010497,80.0,51.0,California black oak,Quercus kelloggii
201709,15457550010497,35.0,46.0,California black oak,Quercus kelloggii
204249,15308875010497,67.0,78.0,California black oak,Quercus kelloggii
209283,15344954010497,53.0,81.0,California black oak,Quercus kelloggii
204262,15308750010497,60.0,94.0,California black oak,Quercus kelloggii
202928,15371518010497,59.0,92.0,California black oak,Quercus kelloggii
210082,15322761010497,55.0,59.0,California black oak,Quercus kelloggii
201888,15375381010497,60.0,67.0,California black oak,Quercus kelloggii
208158,15335724010497,41.0,91.0,California black oak,Quercus kelloggii
198926,15306350010497,33.0,78.0,California black oak,Quercus kelloggii
206351,15457326010497,46.0,74.0,California black oak,Quercus kelloggii
209150,15345136010497,21.0,108.0,California black oak,Quercus kelloggii
196388,15295225010497,37.0,80.0,California black oak,Quercus kelloggii
206341,15457315010497,14.0,74.0,California black oak,Quercus kelloggii
207705,15290363010497,40.0,122.0,California black oak,Quercus kelloggii
208480,15340259010497,58.0,52.0,California black oak,Quercus kelloggii
209710,15377439010497,45.0,71.0,California black oak,Quercus kelloggii
202703,15373365010497,87.0,93.0,California black oak,Quercus kelloggii
199692,15360554010497,44.0,67.0,California black oak,Quercus kelloggii
209154,15301643010497,35.0,104.0,California black oak,Quercus kelloggii
211127,15380260010497,25.0,50.0,California black oak,Quercus kelloggii
208153,15335719010497,35.0,91.0,California black oak,Quercus kelloggii
196384,15295221010497,42.0,80.0,California black oak,Quercus kelloggii
206344,15457318010497,11.0,74.0,California black oak,Quercus kelloggii
208156,15335722010497,60.0,91.0,California black oak,Quercus kelloggii
203102,15374464010497,82.0,87.0,California black oak,Quercus kelloggii
195999,15297033010497,108.0,83.0,California black oak,Quercus kelloggii
204804,15310108010497,87.0,110.0,California black oak,Quercus kelloggii
206346,15457320010497,15.0,74.0,California black oak,Quercus kelloggii
198129,15320028010497,33.0,82.0,California black oak,Quercus kelloggii
200319,15363176010497,27.0,73.0,California black oak,Quercus kelloggii
196390,15295227010497,37.0,80.0,California black oak,Quercus kelloggii
196194,15337847010497,82.0,112.0,California black oak,Quercus kelloggii
199843,15315842010497,62.0,85.0,California black oak,Quercus kelloggii
202960,15371551010497,83.0,92.0,California black oak,Quercus kelloggii
209015,15343451010497,45.0,49.0,California black oak,Quercus kelloggii
200309,15367685010497,21.0,43.0,California black oak,Quercus kelloggii
200624,15362046010497,29.0,57.0,California black oak,Quercus kelloggii
207838,15291918010497,77.0,51.0,California black oak,Quercus kelloggii
204494,15327424010497,65.0,60.0,California black oak,Quercus kelloggii
200265,15318486010497,39.0,53.0,California black oak,Quercus kelloggii
196627,15345891010497,100.0,131.0,California black oak,Quercus kelloggii
202275,15652689010497,30.0,43.0,California black oak,Quercus kelloggii
206353,15457328010497,30.0,74.0,California black oak,Quercus kelloggii
207721,15290382010497,59.0,122.0,California black oak,Quercus kelloggii
200323,15363182010497,28.0,73.0,California black oak,Quercus kelloggii
196051,15294609010497,46.0,97.0,California black oak,Quercus kelloggii
196692,15304242010497,31.0,68.0,California black oak,Quercus kelloggii
200627,15362049010497,27.0,57.0,California black oak,Quercus kelloggii
200610,15362032010497,36.0,57.0,California black oak,Quercus kelloggii
207840,15291920010497,65.0,51.0,California black oak,Quercus kelloggii
204637,15310516010497,18.0,55.0,California black oak,Quercus kelloggii
209063,15301766010497,7.0,36.0,California black oak,Quercus kelloggii
196029,15294587010497,65.0,97.0,California black oak,Quercus kelloggii
209132,15345114010497,13.0,108.0,California black oak,Quercus kelloggii
207703,15290361010497,36.0,122.0,California black oak,Quercus kelloggii
204497,15327427010497,60.0,60.0,California black oak,Quercus kelloggii
209016,15343452010497,57.0,49.0,California black oak,Quercus kelloggii
209062,15301765010497,11.0,36.0,California black oak,Quercus kelloggii
209146,15345131010497,22.0,108.0,California black oak,Quercus kelloggii
204594,15310472010497,35.0,55.0,California black oak,Quercus kelloggii
209147,15345133010497,27.0,108.0,California black oak,Quercus kelloggii
205088,15310787010497,25.0,56.0,California black oak,Quercus kelloggii
206069,15369919010497,95.0,125.0,California black oak,Quercus kelloggii
207747,15292255010497,65.0,68.0,California black oak,Quercus kelloggii
196776,15327054010497,60.0,67.0,California black oak,Quercus kelloggii
207743,15292251010497,42.0,68.0,California black oak,Quercus kelloggii
206352,15457327010497,44.0,74.0,California black oak,Quercus kelloggii
198938,15306362010497,25.0,78.0,California black oak,Quercus kelloggii
202969,15371560010497,67.0,92.0,California black oak,Quercus kelloggii
201692,15457533010497,35.0,46.0,California black oak,Quercus kelloggii
206030,15320978010497,54.0,112.0,California black oak,Quercus kelloggii
210083,15322762010497,55.0,59.0,California black oak,Quercus kelloggii
210049,15322728010497,80.0,59.0,California black oak,Quercus kelloggii
199806,15314739010497,32.0,85.0,interior live oak,Quercus wislizeni
206699,15650143010497,45.0,87.0,interior live oak,Quercus wislizeni
204319,15309146010497,32.0,84.0,interior live oak,Quercus wislizeni
207422,15314204010497,80.0,93.0,interior live oak,Quercus wislizeni
204303,15309130010497,23.0,84.0,interior live oak,Quercus wislizeni
203576,15293478010497,33.0,75.0,interior live oak,Quercus wislizeni
207914,15291859010497,41.0,118.0,interior live oak,Quercus wislizeni
209155,15301644010497,31.0,104.0,interior live oak,Quercus wislizeni
207777,15291634010497,27.0,108.0,interior live oak,Quercus wislizeni
197254,15326723010497,36.0,80.0,interior live oak,Quercus wislizeni
207767,15291624010497,31.0,108.0,interior live oak,Quercus wislizeni
211439,15356514010497,18.0,84.0,interior live oak,Quercus wislizeni
207912,15291857010497,21.0,118.0,interior live oak,Quercus wislizeni
211455,15356532010497,39.0,84.0,interior live oak,Quercus wislizeni
203561,15293463010497,30.0,75.0,interior live oak,Quercus wislizeni
199811,15314744010497,30.0,85.0,interior live oak,Quercus wislizeni
203315,15290676010497,24.0,91.0,interior live oak,Quercus wislizeni
204306,15309133010497,34.0,84.0,interior live oak,Quercus wislizeni
209161,15301653010497,36.0,104.0,interior live oak,Quercus wislizeni
207785,15291642010497,25.0,108.0,interior live oak,Quercus wislizeni
203555,15293457010497,30.0,75.0,interior live oak,Quercus wislizeni
207769,15291626010497,29.0,108.0,interior live oak,Quercus wislizeni
204326,15309153010497,42.0,84.0,interior live oak,Quercus wislizeni
207783,15291640010497,17.0,108.0,interior live oak,Quercus wislizeni
199805,15314738010497,35.0,85.0,interior live oak,Quercus wislizeni
208717,15300764010497,30.0,114.0,interior live oak,Quercus wislizeni
203329,15290691010497,36.0,91.0,interior live oak,Quercus wislizeni
207430,15314212010497,79.0,93.0,interior live oak,Quercus wislizeni
207419,15314201010497,97.0,93.0,interior live oak,Quercus wislizeni
204314,15309141010497,43.0,84.0,interior live oak,Quercus wislizeni
203574,15293476010497,39.0,75.0,interior live oak,Quercus wislizeni
206356,15324966010497,25.0,92.0,interior live oak,Quercus wislizeni
204476,15309819010497,30.0,132.0,interior live oak,Quercus wislizeni
197247,15326716010497,38.0,80.0,interior live oak,Quercus wislizeni
204311,15309138010497,41.0,84.0,interior live oak,Quercus wislizeni
208820,15300953010497,21.0,71.0,interior live oak,Quercus wislizeni
208808,15300941010497,29.0,71.0,interior live oak,Quercus wislizeni
207913,15291858010497,33.0,118.0,interior live oak,Quercus wislizeni
207776,15291633010497,19.0,108.0,interior live oak,Quercus wislizeni
197256,15326728010497,33.0,80.0,interior live oak,Quercus wislizeni
206360,15324971010497,27.0,92.0,interior live oak,Quercus wislizeni
203575,15293477010497,28.0,75.0,interior live oak,Quercus wislizeni
204316,15309143010497,42.0,84.0,interior live oak,Quercus wislizeni
207916,15291861010497,39.0,118.0,interior live oak,Quercus wislizeni
203578,15293480010497,34.0,75.0,interior live oak,Quercus wislizeni
204302,15309129010497,30.0,84.0,interior live oak,Quercus wislizeni
203545,15293447010497,22.0,75.0,interior live oak,Quercus wislizeni
203570,15293472010497,28.0,75.0,interior live oak,Quercus wislizeni
204297,15309124010497,31.0,84.0,interior live oak,Quercus wislizeni
211441,15356516010497,11.0,84.0,interior live oak,Quercus wislizeni
209698,15377067010497,8.0,98.0,interior live oak,Quercus wislizeni
208715,15300762010497,26.0,114.0,interior live oak,Quercus wislizeni
204307,15309134010497,38.0,84.0,interior live oak,Quercus wislizeni
207772,15291629010497,24.0,108.0,interior live oak,Quercus wislizeni
207435,15314217010497,45.0,93.0,interior live oak,Quercus wislizeni
203566,15293468010497,22.0,75.0,interior live oak,Quercus wislizeni
203577,15293479010497,27.0,75.0,interior live oak,Quercus wislizeni
206606,15289438010497,22.0,107.0,interior live oak,Quercus wislizeni
204301,15309128010497,20.0,84.0,interior live oak,Quercus wislizeni
197258,15326730010497,43.0,80.0,interior live oak,Quercus wislizeni
207782,15291639010497,24.0,108.0,interior live oak,Quercus wislizeni
209116,15345096010497,10.0,108.0,interior live oak,Quercus wislizeni
207780,15291637010497,18.0,108.0,interior live oak,Quercus wislizeni
204474,15309817010497,34.0,132.0,interior live oak,Quercus wislizeni
208811,15300944010497,31.0,71.0,interior live oak,Quercus wislizeni
207764,15291621010497,38.0,108.0,interior live oak,Quercus wislizeni
203543,15293445010497,28.0,75.0,interior live oak,Quercus wislizeni
203563,15293465010497,29.0,75.0,interior live oak,Quercus wislizeni
203572,15293474010497,36.0,75.0,interior live oak,Quercus wislizeni
207423,15314205010497,67.0,93.0,interior live oak,Quercus wislizeni
203544,15293446010497,24.0,75.0,interior live oak,Quercus wislizeni
