,CN,HT,SITREE,common_name,scientific_name
199468,15358755010497,56.0,60.0,incense-cedar,Calocedrus decurrens
202250,15652659010497,111.0,43.0,incense-cedar,Calocedrus decurrens
199342,15315092010497,49.0,59.0,incense-cedar,Calocedrus decurrens
203718,15333576010497,30.0,50.0,incense-cedar,Calocedrus decurrens
208036,15334491010497,112.0,86.0,incense-cedar,Calocedrus decurrens
210799,15327893010497,30.0,54.0,incense-cedar,Calocedrus decurrens
205133,15310832010497,100.0,56.0,incense-cedar,Calocedrus decurrens
208033,15334488010497,35.0,86.0,incense-cedar,Calocedrus decurrens
203770,15333628010497,23.0,50.0,incense-cedar,Calocedrus decurrens
200705,15650902010497,101.0,49.0,incense-cedar,Calocedrus decurrens
198924,15306348010497,56.0,78.0,incense-cedar,Calocedrus decurrens
204292,15455279010497,70.0,53.0,incense-cedar,Calocedrus decurrens
199134,15306170010497,17.0,41.0,incense-cedar,Calocedrus decurrens
210068,15322747010497,56.0,59.0,incense-cedar,Calocedrus decurrens
200701,15650898010497,67.0,49.0,incense-cedar,Calocedrus decurrens
200464,15366091010497,25.0,50.0,incense-cedar,Calocedrus decurrens
203490,15293685010497,38.0,77.0,incense-cedar,Calocedrus decurrens
199376,15315126010497,50.0,59.0,incense-cedar,Calocedrus decurrens
210061,15322740010497,29.0,59.0,incense-cedar,Calocedrus decurrens
210592,15324083010497,144.0,61.0,incense-cedar,Calocedrus decurrens
199339,15315089010497,42.0,59.0,incense-cedar,Calocedrus decurrens
205385,15355514010497,53.0,44.0,incense-cedar,Calocedrus decurrens
210454,15379485010497,110.0,54.0,incense-cedar,Calocedrus decurrens
200348,15384843010497,69.0,43.0,incense-cedar,Calocedrus decurrens
202529,15322232010497,17.0,60.0,incense-cedar,Calocedrus decurrens
205854,15361428010497,84.0,77.0,incense-cedar,Calocedrus decurrens
210073,15322752010497,28.0,59.0,incense-cedar,Calocedrus decurrens
210611,15324102010497,22.0,61.0,incense-cedar,Calocedrus decurrens
202514,15322215010497,26.0,60.0,incense-cedar,Calocedrus decurrens
200709,15650906010497,90.0,49.0,incense-cedar,Calocedrus decurrens
210630,15324121010497,38.0,61.0,incense-cedar,Calocedrus decurrens
202387,15371204010497,22.0,61.0,incense-cedar,Calocedrus decurrens
198812,15306704010497,39.0,30.0,incense-cedar,Calocedrus decurrens
204099,15340843010497,96.0,73.0,incense-cedar,Calocedrus decurrens
202170,15376318010497,7.0,36.0,incense-cedar,Calocedrus decurrens
210617,15324108010497,43.0,61.0,incense-cedar,Calocedrus decurrens
209745,15377474010497,120.0,71.0,incense-cedar,Calocedrus decurrens
203710,15333568010497,16.0,50.0,incense-cedar,Calocedrus decurrens
198549,15300067010497,32.0,33.0,incense-cedar,Calocedrus decurrens
210961,15379977010497,8.0,60.0,incense-cedar,Calocedrus decurrens
202737,15651474010497,27.0,52.0,incense-cedar,Calocedrus decurrens
198937,15306361010497,36.0,78.0,incense-cedar,Calocedrus decurrens
198844,15306739010497,34.0,30.0,incense-cedar,Calocedrus decurrens
208509,15340288010497,23.0,52.0,incense-cedar,Calocedrus decurrens
210456,15379487010497,70.0,54.0,incense-cedar,Calocedrus decurrens
207847,15291927010497,31.0,51.0,incense-cedar,Calocedrus decurrens
210452,15379483010497,55.0,54.0,incense-cedar,Calocedrus decurrens
198961,15306385010497,111.0,78.0,incense-cedar,Calocedrus decurrens
210431,15379462010497,113.0,54.0,incense-cedar,Calocedrus decurrens
208506,15340285010497,25.0,52.0,incense-cedar,Calocedrus decurrens
205281,15668059010497,28.0,49.0,incense-cedar,Calocedrus decurrens
208703,15301074010497,89.0,74.0,incense-cedar,Calocedrus decurrens
202161,15376309010497,25.0,36.0,incense-cedar,Calocedrus decurrens
205631,15352725010497,28.0,82.0,incense-cedar,Calocedrus decurrens
207801,15329751010497,21.0,41.0,incense-cedar,Calocedrus decurrens
198463,15341475010497,7.0,63.0,incense-cedar,Calocedrus decurrens
208502,15340281010497,61.0,52.0,incense-cedar,Calocedrus decurrens
208490,15340269010497,40.0,52.0,incense-cedar,Calocedrus decurrens
202513,15322214010497,17.0,60.0,incense-cedar,Calocedrus decurrens
202404,15371221010497,13.0,61.0,incense-cedar,Calocedrus decurrens
207861,15291941010497,31.0,51.0,incense-cedar,Calocedrus decurrens
211132,15380265010497,47.0,50.0,incense-cedar,Calocedrus decurrens
208494,15340273010497,49.0,52.0,incense-cedar,Calocedrus decurrens
209895,15376702010497,21.0,61.0,incense-cedar,Calocedrus decurrens
197882,15319775010497,32.0,98.0,tanoak,Lithocarpus densiflorus
195469,15297547010497,61.0,71.0,tanoak,Lithocarpus densiflorus
195657,15296749010497,35.0,131.0,tanoak,Lithocarpus densiflorus
197059,15326467010497,38.0,80.0,tanoak,Lithocarpus densiflorus
197588,15346109010497,45.0,89.0,tanoak,Lithocarpus densiflorus
204090,15298586010497,33.0,55.0,tanoak,Lithocarpus densiflorus
197908,15319802010497,57.0,98.0,tanoak,Lithocarpus densiflorus
206615,15301366010497,34.0,80.0,tanoak,Lithocarpus densiflorus
196642,48717063010497,66.0,95.0,tanoak,Lithocarpus densiflorus
201334,15457050010497,53.0,80.0,tanoak,Lithocarpus densiflorus
196143,15296462010497,29.0,82.0,tanoak,Lithocarpus densiflorus
207400,15358495010497,48.0,50.0,tanoak,Lithocarpus densiflorus
195253,15331216010497,30.0,86.0,tanoak,Lithocarpus densiflorus
194875,15330909010497,24.0,65.0,tanoak,Lithocarpus densiflorus
197356,48717239010497,55.0,94.0,tanoak,Lithocarpus densiflorus
194868,15330902010497,30.0,65.0,tanoak,Lithocarpus densiflorus
196933,15305470010497,22.0,81.0,tanoak,Lithocarpus densiflorus
196953,15305490010497,49.0,81.0,tanoak,Lithocarpus densiflorus
196543,15295352010497,49.0,92.0,tanoak,Lithocarpus densiflorus
197086,15303356010497,14.0,77.0,tanoak,Lithocarpus densiflorus
194700,15292723010497,15.0,102.0,tanoak,Lithocarpus densiflorus
197427,15305888010497,117.0,102.0,tanoak,Lithocarpus densiflorus
195248,15331211010497,42.0,86.0,tanoak,Lithocarpus densiflorus
197084,15303354010497,33.0,77.0,tanoak,Lithocarpus densiflorus
197810,15303834010497,117.0,103.0,tanoak,Lithocarpus densiflorus
203271,15329415010497,19.0,125.0,tanoak,Lithocarpus densiflorus
203377,15290838010497,21.0,92.0,tanoak,Lithocarpus densiflorus
196912,15305449010497,60.0,81.0,tanoak,Lithocarpus densiflorus
206910,15313239010497,38.0,140.0,tanoak,Lithocarpus densiflorus
196482,15338019010497,43.0,88.0,tanoak,Lithocarpus densiflorus
197551,15303195010497,13.0,99.0,tanoak,Lithocarpus densiflorus
198179,15319012010497,33.0,88.0,tanoak,Lithocarpus densiflorus
203300,15329444010497,24.0,125.0,tanoak,Lithocarpus densiflorus
197083,15303353010497,37.0,77.0,tanoak,Lithocarpus densiflorus
197869,15319762010497,50.0,98.0,tanoak,Lithocarpus densiflorus
195570,15294412010497,36.0,57.0,tanoak,Lithocarpus densiflorus
195314,15330613010497,38.0,74.0,tanoak,Lithocarpus densiflorus
196680,48717146010497,47.0,95.0,tanoak,Lithocarpus densiflorus
197735,15326903010497,91.0,93.0,tanoak,Lithocarpus densiflorus
196473,15338008010497,50.0,88.0,tanoak,Lithocarpus densiflorus
201145,15368636010497,47.0,71.0,tanoak,Lithocarpus densiflorus
197351,48717229010497,58.0,94.0,tanoak,Lithocarpus densiflorus
207398,15358493010497,51.0,50.0,tanoak,Lithocarpus densiflorus
194848,15330881010497,45.0,65.0,tanoak,Lithocarpus densiflorus
195865,15336615010497,62.0,120.0,tanoak,Lithocarpus densiflorus
207403,15358498010497,56.0,50.0,tanoak,Lithocarpus densiflorus
207332,15358427010497,61.0,50.0,tanoak,Lithocarpus densiflorus
194673,15292696010497,33.0,102.0,tanoak,Lithocarpus densiflorus
195483,15338615010497,53.0,99.0,tanoak,Lithocarpus densiflorus
195193,15292938010497,52.0,109.0,tanoak,Lithocarpus densiflorus
206681,15650124010497,44.0,87.0,tanoak,Lithocarpus densiflorus
195468,15297546010497,52.0,71.0,tanoak,Lithocarpus densiflorus
201275,15456991010497,34.0,80.0,tanoak,Lithocarpus densiflorus
197555,15303199010497,65.0,99.0,tanoak,Lithocarpus densiflorus
196458,15297313010497,52.0,104.0,tanoak,Lithocarpus densiflorus
196414,15297269010497,52.0,104.0,tanoak,Lithocarpus densiflorus
206638,15301390010497,49.0,80.0,tanoak,Lithocarpus densiflorus
197751,15304880010497,37.0,98.0,tanoak,Lithocarpus densiflorus
194864,15330898010497,37.0,65.0,tanoak,Lithocarpus densiflorus
203120,15374482010497,31.0,87.0,tanoak,Lithocarpus densiflorus
197230,15304638010497,14.0,100.0,tanoak,Lithocarpus densiflorus
201271,15456987010497,22.0,80.0,tanoak,Lithocarpus densiflorus
207408,15358503010497,45.0,50.0,tanoak,Lithocarpus densiflorus
196937,15305474010497,48.0,81.0,tanoak,Lithocarpus densiflorus
206617,15301368010497,55.0,80.0,tanoak,Lithocarpus densiflorus
196415,15297270010497,54.0,104.0,tanoak,Lithocarpus densiflorus
195424,15338390010497,33.0,42.0,tanoak,Lithocarpus densiflorus
196137,15296456010497,27.0,82.0,tanoak,Lithocarpus densiflorus
200184,15367181010497,74.0,77.0,tanoak,Lithocarpus densiflorus
196955,15305492010497,53.0,81.0,tanoak,Lithocarpus densiflorus
206969,15313298010497,60.0,140.0,tanoak,Lithocarpus densiflorus
207348,15358443010497,106.0,50.0,tanoak,Lithocarpus densiflorus
196683,48717152010497,84.0,95.0,tanoak,Lithocarpus densiflorus
198167,15319000010497,21.0,88.0,tanoak,Lithocarpus densiflorus
195207,15292952010497,23.0,109.0,tanoak,Lithocarpus densiflorus
196540,15295349010497,37.0,92.0,tanoak,Lithocarpus densiflorus
195662,15296754010497,17.0,131.0,tanoak,Lithocarpus densiflorus
195488,15338620010497,43.0,99.0,tanoak,Lithocarpus densiflorus
196448,15297303010497,64.0,104.0,tanoak,Lithocarpus densiflorus
195509,15338641010497,46.0,99.0,tanoak,Lithocarpus densiflorus
197414,15305875010497,63.0,102.0,tanoak,Lithocarpus densiflorus
197684,15302749010497,51.0,113.0,tanoak,Lithocarpus densiflorus
195317,15330616010497,32.0,74.0,tanoak,Lithocarpus densiflorus
194666,15292689010497,29.0,102.0,tanoak,Lithocarpus densiflorus
194876,15330910010497,20.0,65.0,tanoak,Lithocarpus densiflorus
196676,48717138010497,22.0,95.0,tanoak,Lithocarpus densiflorus
197677,15302741010497,31.0,113.0,tanoak,Lithocarpus densiflorus
206624,15301375010497,50.0,80.0,tanoak,Lithocarpus densiflorus
195702,15295599010497,57.0,113.0,tanoak,Lithocarpus densiflorus
196986,15305523010497,68.0,81.0,tanoak,Lithocarpus densiflorus
207395,15358490010497,55.0,50.0,tanoak,Lithocarpus densiflorus
197912,15319806010497,37.0,98.0,tanoak,Lithocarpus densiflorus
207411,15358506010497,10.0,50.0,tanoak,Lithocarpus densiflorus
195349,15331472010497,20.0,58.0,tanoak,Lithocarpus densiflorus
195299,15330598010497,42.0,74.0,tanoak,Lithocarpus densiflorus
203366,15290827010497,14.0,92.0,tanoak,Lithocarpus densiflorus
196478,15338015010497,11.0,88.0,tanoak,Lithocarpus densiflorus
206966,15313295010497,75.0,140.0,tanoak,Lithocarpus densiflorus
196547,15295356010497,20.0,92.0,tanoak,Lithocarpus densiflorus
207324,15358419010497,36.0,50.0,tanoak,Lithocarpus densiflorus
209404,15349629010497,22.0,17.0,whitebark pine,Pinus albicaulis
209372,15349597010497,19.0,17.0,whitebark pine,Pinus albicaulis
209367,15349592010497,22.0,17.0,whitebark pine,Pinus albicaulis
209416,15349641010497,27.0,17.0,whitebark pine,Pinus albicaulis
203605,15333315010497,31.0,27.0,whitebark pine,Pinus albicaulis
211230,15339576010497,29.0,37.0,whitebark pine,Pinus albicaulis
210733,15380604010497,17.0,60.0,whitebark pine,Pinus albicaulis
210738,15380609010497,41.0,60.0,whitebark pine,Pinus albicaulis
209393,15349618010497,13.0,17.0,whitebark pine,Pinus albicaulis
198568,15342294010497,11.0,34.0,whitebark pine,Pinus albicaulis
198571,15342299010497,20.0,34.0,whitebark pine,Pinus albicaulis
198576,15342312010497,12.0,34.0,whitebark pine,Pinus albicaulis
210737,15380608010497,21.0,60.0,whitebark pine,Pinus albicaulis
209560,15349876010497,21.0,52.0,whitebark pine,Pinus albicaulis
203594,15333304010497,35.0,27.0,whitebark pine,Pinus albicaulis
211220,15339566010497,27.0,37.0,whitebark pine,Pinus albicaulis
203590,15333300010497,29.0,27.0,whitebark pine,Pinus albicaulis
208128,15336308010497,13.0,20.0,whitebark pine,Pinus albicaulis
209363,15349588010497,28.0,17.0,whitebark pine,Pinus albicaulis
211205,15339551010497,27.0,37.0,whitebark pine,Pinus albicaulis
211204,15339550010497,25.0,37.0,whitebark pine,Pinus albicaulis
209356,15349581010497,24.0,17.0,whitebark pine,Pinus albicaulis
208126,15335593010497,13.0,47.0,whitebark pine,Pinus albicaulis
198579,15342318010497,22.0,34.0,whitebark pine,Pinus albicaulis
209399,15349624010497,20.0,17.0,whitebark pine,Pinus albicaulis
209568,15349884010497,41.0,52.0,whitebark pine,Pinus albicaulis
209396,15349621010497,32.0,17.0,whitebark pine,Pinus albicaulis
203616,15333326010497,32.0,27.0,whitebark pine,Pinus albicaulis
209358,15349583010497,18.0,17.0,whitebark pine,Pinus albicaulis
209387,15349612010497,34.0,17.0,whitebark pine,Pinus albicaulis
203615,15333325010497,48.0,27.0,whitebark pine,Pinus albicaulis
203625,15333335010497,43.0,27.0,whitebark pine,Pinus albicaulis
211225,15339571010497,28.0,37.0,whitebark pine,Pinus albicaulis
211237,15339583010497,19.0,37.0,whitebark pine,Pinus albicaulis
203628,15333338010497,32.0,27.0,whitebark pine,Pinus albicaulis
209423,15350846010497,24.0,49.0,whitebark pine,Pinus albicaulis
209355,15349580010497,45.0,17.0,whitebark pine,Pinus albicaulis
203584,15333294010497,41.0,27.0,whitebark pine,Pinus albicaulis
210806,15324808010497,13.0,65.0,whitebark pine,Pinus albicaulis
211244,15339590010497,27.0,37.0,whitebark pine,Pinus albicaulis
203624,15333334010497,26.0,27.0,whitebark pine,Pinus albicaulis
210734,15380605010497,40.0,60.0,whitebark pine,Pinus albicaulis
209376,15349601010497,19.0,17.0,whitebark pine,Pinus albicaulis
209574,15349890010497,22.0,52.0,whitebark pine,Pinus albicaulis
211234,15339580010497,28.0,37.0,whitebark pine,Pinus albicaulis
209445,15350868010497,14.0,49.0,whitebark pine,Pinus albicaulis
209361,15349586010497,25.0,17.0,whitebark pine,Pinus albicaulis
209444,15350867010497,11.0,49.0,whitebark pine,Pinus albicaulis
203586,15333296010497,31.0,27.0,whitebark pine,Pinus albicaulis
210811,15324813010497,39.0,65.0,whitebark pine,Pinus albicaulis
203587,15333297010497,25.0,27.0,whitebark pine,Pinus albicaulis
209357,15349582010497,22.0,17.0,whitebark pine,Pinus albicaulis
203595,15333305010497,39.0,27.0,whitebark pine,Pinus albicaulis
211238,15339584010497,27.0,37.0,whitebark pine,Pinus albicaulis
209567,15349883010497,19.0,52.0,whitebark pine,Pinus albicaulis
211222,15339568010497,30.0,37.0,whitebark pine,Pinus albicaulis
209378,15349603010497,19.0,17.0,whitebark pine,Pinus albicaulis
209383,15349608010497,17.0,17.0,whitebark pine,Pinus albicaulis
203597,15333307010497,34.0,27.0,whitebark pine,Pinus albicaulis
203592,15333302010497,36.0,27.0,whitebark pine,Pinus albicaulis
209391,15349616010497,30.0,17.0,whitebark pine,Pinus albicaulis
209405,15349630010497,27.0,17.0,whitebark pine,Pinus albicaulis
203600,15333310010497,27.0,27.0,whitebark pine,Pinus albicaulis
203627,15333337010497,33.0,27.0,whitebark pine,Pinus albicaulis
211231,15339577010497,34.0,37.0,whitebark pine,Pinus albicaulis
209410,15349635010497,27.0,17.0,whitebark pine,Pinus albicaulis
210732,15380603010497,31.0,60.0,whitebark pine,Pinus albicaulis
211214,15339560010497,24.0,37.0,whitebark pine,Pinus albicaulis
209375,15349600010497,30.0,17.0,whitebark pine,Pinus albicaulis
211215,15339561010497,30.0,37.0,whitebark pine,Pinus albicaulis
210736,15380607010497,25.0,60.0,whitebark pine,Pinus albicaulis
211207,15339553010497,29.0,37.0,whitebark pine,Pinus albicaulis
209374,15349599010497,29.0,17.0,whitebark pine,Pinus albicaulis
209406,15349631010497,27.0,17.0,whitebark pine,Pinus albicaulis
209389,15349614010497,24.0,17.0,whitebark pine,Pinus albicaulis
209370,15349595010497,17.0,17.0,whitebark pine,Pinus albicaulis
209414,15349639010497,23.0,17.0,whitebark pine,Pinus albicaulis
209441,15350864010497,9.0,49.0,whitebark pine,Pinus albicaulis
209369,15349594010497,25.0,17.0,whitebark pine,Pinus albicaulis
211201,15339547010497,26.0,37.0,whitebark pine,Pinus albicaulis
209565,15349881010497,7.0,52.0,whitebark pine,Pinus albicaulis
211241,15339587010497,24.0,37.0,whitebark pine,Pinus albicaulis
209368,15349593010497,14.0,17.0,whitebark pine,Pinus albicaulis
210807,15324809010497,73.0,65.0,whitebark pine,Pinus albicaulis
210741,15380612010497,18.0,60.0,whitebark pine,Pinus albicaulis
209411,15349636010497,28.0,17.0,whitebark pine,Pinus albicaulis
209443,15350866010497,11.0,49.0,whitebark pine,Pinus albicaulis
210731,15380602010497,77.0,60.0,whitebark pine,Pinus albicaulis
211216,15339562010497,30.0,37.0,whitebark pine,Pinus albicaulis
211226,15339572010497,31.0,37.0,whitebark pine,Pinus albicaulis
198586,15342326010497,49.0,34.0,whitebark pine,Pinus albicaulis
211202,15339548010497,27.0,37.0,whitebark pine,Pinus albicaulis
209360,15349585010497,23.0,17.0,whitebark pine,Pinus albicaulis
209394,15349619010497,22.0,17.0,whitebark pine,Pinus albicaulis
198574,15342310010497,32.0,34.0,whitebark pine,Pinus albicaulis
211240,15339586010497,22.0,37.0,whitebark pine,Pinus albicaulis
209364,15349589010497,30.0,17.0,whitebark pine,Pinus albicaulis
209379,15349604010497,19.0,17.0,whitebark pine,Pinus albicaulis
209408,15349633010497,24.0,17.0,whitebark pine,Pinus albicaulis
211239,15339585010497,27.0,37.0,whitebark pine,Pinus albicaulis
208211,15334991010497,70.0,86.0,lodgepole pine,Pinus contorta
211203,15339549010497,43.0,37.0,lodgepole pine,Pinus contorta
208058,15335277010497,31.0,64.0,lodgepole pine,Pinus contorta
209334,15351328010497,32.0,45.0,lodgepole pine,Pinus contorta
208257,15334756010497,61.0,66.0,lodgepole pine,Pinus contorta
211219,15339565010497,33.0,37.0,lodgepole pine,Pinus contorta
208795,15344374010497,97.0,78.0,lodgepole pine,Pinus contorta
208070,15335289010497,96.0,64.0,lodgepole pine,Pinus contorta
208253,15335033010497,99.0,86.0,lodgepole pine,Pinus contorta
208098,15335317010497,57.0,64.0,lodgepole pine,Pinus contorta
194821,15330316010497,25.0,53.0,lodgepole pine,Pinus contorta
211210,15339556010497,49.0,37.0,lodgepole pine,Pinus contorta
209329,15351323010497,64.0,45.0,lodgepole pine,Pinus contorta
205027,15353407010497,32.0,75.0,lodgepole pine,Pinus contorta
194820,15330315010497,25.0,53.0,lodgepole pine,Pinus contorta
194788,15330283010497,24.0,53.0,lodgepole pine,Pinus contorta
207621,15329222010497,81.0,35.0,lodgepole pine,Pinus contorta
210655,15380839010497,56.0,55.0,lodgepole pine,Pinus contorta
210748,15324637010497,13.0,63.0,lodgepole pine,Pinus contorta
194816,15330311010497,32.0,53.0,lodgepole pine,Pinus contorta
208284,15334783010497,19.0,66.0,lodgepole pine,Pinus contorta
208421,15383267010497,7.0,55.0,lodgepole pine,Pinus contorta
211247,15339593010497,39.0,37.0,lodgepole pine,Pinus contorta
210776,15324665010497,99.0,63.0,lodgepole pine,Pinus contorta
194818,15330313010497,29.0,53.0,lodgepole pine,Pinus contorta
210500,15381091010497,100.0,67.0,lodgepole pine,Pinus contorta
210362,15323601010497,48.0,51.0,lodgepole pine,Pinus contorta
208073,15335292010497,71.0,64.0,lodgepole pine,Pinus contorta
203585,15333295010497,45.0,27.0,lodgepole pine,Pinus contorta
210648,15380832010497,27.0,55.0,lodgepole pine,Pinus contorta
210180,15386161010497,41.0,47.0,lodgepole pine,Pinus contorta
210290,15378516010497,70.0,55.0,lodgepole pine,Pinus contorta
210675,15380860010497,48.0,55.0,lodgepole pine,Pinus contorta
210325,15378551010497,17.0,55.0,lodgepole pine,Pinus contorta
210474,15381065010497,75.0,67.0,lodgepole pine,Pinus contorta
208787,15344366010497,85.0,78.0,lodgepole pine,Pinus contorta
210293,15378519010497,73.0,55.0,lodgepole pine,Pinus contorta
194779,15330274010497,11.0,53.0,lodgepole pine,Pinus contorta
194811,15330306010497,17.0,53.0,lodgepole pine,Pinus contorta
210511,15381102010497,84.0,67.0,lodgepole pine,Pinus contorta
210158,15386139010497,19.0,47.0,lodgepole pine,Pinus contorta
210343,15323582010497,33.0,51.0,lodgepole pine,Pinus contorta
203583,15333292010497,41.0,27.0,lodgepole pine,Pinus contorta
208307,15336110010497,37.0,57.0,lodgepole pine,Pinus contorta
210333,15323572010497,50.0,51.0,lodgepole pine,Pinus contorta
203755,15333613010497,80.0,50.0,lodgepole pine,Pinus contorta
194778,15330273010497,21.0,53.0,lodgepole pine,Pinus contorta
209342,15351336010497,55.0,45.0,lodgepole pine,Pinus contorta
210664,15380848010497,37.0,55.0,lodgepole pine,Pinus contorta
211224,15339570010497,54.0,37.0,lodgepole pine,Pinus contorta
209341,15351335010497,28.0,45.0,lodgepole pine,Pinus contorta
205039,15353420010497,62.0,75.0,lodgepole pine,Pinus contorta
208248,15335028010497,94.0,86.0,lodgepole pine,Pinus contorta
208777,15344356010497,73.0,78.0,lodgepole pine,Pinus contorta
209449,15350872010497,32.0,49.0,lodgepole pine,Pinus contorta
208801,15344380010497,31.0,78.0,lodgepole pine,Pinus contorta
209309,15351129010497,35.0,53.0,lodgepole pine,Pinus contorta
208206,15334986010497,85.0,86.0,lodgepole pine,Pinus contorta
194781,15330276010497,28.0,53.0,lodgepole pine,Pinus contorta
208064,15335283010497,61.0,64.0,lodgepole pine,Pinus contorta
210317,15378543010497,65.0,55.0,lodgepole pine,Pinus contorta
194817,15330312010497,27.0,53.0,lodgepole pine,Pinus contorta
210652,15380836010497,62.0,55.0,lodgepole pine,Pinus contorta
209427,15350850010497,41.0,49.0,lodgepole pine,Pinus contorta
203941,15383074010497,64.0,31.0,lodgepole pine,Pinus contorta
210168,15386149010497,28.0,47.0,lodgepole pine,Pinus contorta
210163,15386144010497,30.0,47.0,lodgepole pine,Pinus contorta
203602,15333312010497,49.0,27.0,lodgepole pine,Pinus contorta
208771,15344350010497,85.0,78.0,lodgepole pine,Pinus contorta
208077,15335296010497,67.0,64.0,lodgepole pine,Pinus contorta
210699,15380570010497,41.0,60.0,lodgepole pine,Pinus contorta
210483,15381074010497,79.0,67.0,lodgepole pine,Pinus contorta
210358,15323597010497,76.0,51.0,lodgepole pine,Pinus contorta
208075,15335294010497,80.0,64.0,lodgepole pine,Pinus contorta
208244,15335024010497,76.0,86.0,lodgepole pine,Pinus contorta
210161,15386142010497,22.0,47.0,lodgepole pine,Pinus contorta
210490,15381081010497,66.0,67.0,lodgepole pine,Pinus contorta
208394,15383240010497,17.0,55.0,lodgepole pine,Pinus contorta
194802,15330297010497,23.0,53.0,lodgepole pine,Pinus contorta
210727,15380598010497,53.0,60.0,lodgepole pine,Pinus contorta
209462,15350885010497,40.0,49.0,lodgepole pine,Pinus contorta
205052,15353433010497,73.0,75.0,lodgepole pine,Pinus contorta
210668,15380852010497,67.0,55.0,lodgepole pine,Pinus contorta
205071,15353453010497,24.0,75.0,lodgepole pine,Pinus contorta
209458,15350881010497,80.0,49.0,lodgepole pine,Pinus contorta
210804,15324806010497,76.0,65.0,lodgepole pine,Pinus contorta
209292,15351112010497,73.0,53.0,lodgepole pine,Pinus contorta
209421,15350844010497,47.0,49.0,lodgepole pine,Pinus contorta
210661,15380845010497,63.0,55.0,lodgepole pine,Pinus contorta
208086,15335305010497,27.0,64.0,lodgepole pine,Pinus contorta
209349,15351343010497,90.0,45.0,lodgepole pine,Pinus contorta
208245,15335025010497,100.0,86.0,lodgepole pine,Pinus contorta
209288,15351108010497,29.0,53.0,lodgepole pine,Pinus contorta
207594,15328845010497,78.0,61.0,lodgepole pine,Pinus contorta
210312,15378538010497,66.0,55.0,lodgepole pine,Pinus contorta
209428,15350851010497,31.0,49.0,lodgepole pine,Pinus contorta
194809,15330304010497,12.0,53.0,lodgepole pine,Pinus contorta
209346,15351340010497,63.0,45.0,lodgepole pine,Pinus contorta
208414,15383260010497,38.0,55.0,lodgepole pine,Pinus contorta
208804,15344383010497,106.0,78.0,lodgepole pine,Pinus contorta
205415,15353621010497,26.0,49.0,Jeffrey pine,Pinus jeffreyi
210095,15377924010497,79.0,59.0,Jeffrey pine,Pinus jeffreyi
201592,15362505010497,37.0,29.0,Jeffrey pine,Pinus jeffreyi
211410,15342599010497,93.0,24.0,Jeffrey pine,Pinus jeffreyi
203757,15333615010497,112.0,50.0,Jeffrey pine,Pinus jeffreyi
209096,15301932010497,156.0,59.0,Jeffrey pine,Pinus jeffreyi
205537,15354713010497,65.0,85.0,Jeffrey pine,Pinus jeffreyi
203712,15333570010497,115.0,50.0,Jeffrey pine,Pinus jeffreyi
209523,15350107010497,63.0,62.0,Jeffrey pine,Pinus jeffreyi
205575,15355772010497,26.0,71.0,Jeffrey pine,Pinus jeffreyi
210108,15377939010497,85.0,59.0,Jeffrey pine,Pinus jeffreyi
209852,15377258010497,95.0,58.0,Jeffrey pine,Pinus jeffreyi
210127,15377747010497,86.0,72.0,Jeffrey pine,Pinus jeffreyi
200501,15364119010497,47.0,28.0,Jeffrey pine,Pinus jeffreyi
209516,15350100010497,88.0,62.0,Jeffrey pine,Pinus jeffreyi
210677,15380862010497,28.0,55.0,Jeffrey pine,Pinus jeffreyi
205563,15355759010497,62.0,71.0,Jeffrey pine,Pinus jeffreyi
198642,15341083010497,44.0,78.0,Jeffrey pine,Pinus jeffreyi
199014,15347125010497,47.0,72.0,Jeffrey pine,Pinus jeffreyi
208925,15344054010497,133.0,54.0,Jeffrey pine,Pinus jeffreyi
205906,15361218010497,6.0,77.0,Jeffrey pine,Pinus jeffreyi
204919,15311770010497,32.0,38.0,Jeffrey pine,Pinus jeffreyi
207517,15289775010497,70.0,44.0,Jeffrey pine,Pinus jeffreyi
205076,15355316010497,23.0,72.0,Jeffrey pine,Pinus jeffreyi
199028,15347140010497,52.0,72.0,Jeffrey pine,Pinus jeffreyi
198674,15299353010497,40.0,59.0,Jeffrey pine,Pinus jeffreyi
200516,15364135010497,14.0,28.0,Jeffrey pine,Pinus jeffreyi
199012,15347123010497,38.0,72.0,Jeffrey pine,Pinus jeffreyi
198207,15341804010497,88.0,84.0,Jeffrey pine,Pinus jeffreyi
209501,15350085010497,49.0,62.0,Jeffrey pine,Pinus jeffreyi
207800,15329750010497,62.0,41.0,Jeffrey pine,Pinus jeffreyi
210128,15377748010497,93.0,72.0,Jeffrey pine,Pinus jeffreyi
204904,15311028010497,27.0,61.0,Jeffrey pine,Pinus jeffreyi
198994,15347088010497,51.0,72.0,Jeffrey pine,Pinus jeffreyi
203643,15332872010497,127.0,88.0,Jeffrey pine,Pinus jeffreyi
208844,15343691010497,81.0,35.0,Jeffrey pine,Pinus jeffreyi
208826,15343673010497,64.0,35.0,Jeffrey pine,Pinus jeffreyi
199020,15347131010497,66.0,72.0,Jeffrey pine,Pinus jeffreyi
208192,15334254010497,32.0,43.0,Jeffrey pine,Pinus jeffreyi
211499,15356950010497,71.0,67.0,Jeffrey pine,Pinus jeffreyi
205526,15311292010497,69.0,92.0,Jeffrey pine,Pinus jeffreyi
